"","Player","Min","CrdY","CrdR","2CrdY","Fls","Fld","Off","Crs","Int","TklW","PKwon","PKcon","OG","Recov","Won_Aerial_Duels","Lost_Aerial_Duels","Won_percent_Aerial_Duels"
"1731","Manuel Riemann",1350,1,0,0,1,1,0,1,1,0,0,1,0,42,5,1,NA
"1732","Manuel Sánchez",470,0,0,0,5,4,0,23,5,11,1,0,0,24,4,3,NA
"1733","Manuel Ugarte Ribeiro",467,2,0,0,16,11,0,1,13,17,0,0,0,43,6,4,NA
"1734","Maranhão",370,2,1,0,9,11,0,0,0,1,0,0,0,5,10,13,NA
"1735","Marash Kumbulla",44,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,NA
"1736","Marc-André ter Stegen",1710,0,0,0,0,0,0,0,1,0,0,0,0,30,4,0,NA
"1737","Marc-Oliver Kempf",1294,3,0,0,9,9,0,0,27,15,0,0,0,87,59,47,860.4
"1738","Marc Albrighton",31,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,NA
"1739","Marc Casado",24,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,100
"1740","Marc Cucurella",1049,2,0,0,12,11,1,39,10,18,0,0,0,78,10,11,NA
"1741","Marc Guéhi",1260,5,0,0,12,19,0,0,18,5,0,0,1,79,17,14,NA
"1742","Marc Roca",1031,3,0,0,14,8,0,22,14,19,0,0,0,76,8,5,NA
"1743","Marcão",583,2,0,0,7,10,0,0,6,7,0,0,0,24,7,5,NA
"1744","Marcel Halstenberg",755,0,0,0,7,4,0,13,8,11,1,0,0,35,12,10,NA
"1745","Marcel Sabitzer",907,5,0,0,12,9,1,5,15,21,0,0,0,69,13,15,NA
"1746","Marcel Wenig",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"1747","Marcelo Brozović",1064,5,0,0,15,10,0,13,13,12,0,0,0,73,2,9,NA
"1748","Marcin Bułka",180,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,NA
"1749","Marcin Kamiński",90,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0
"1750","Marcin Listkowski",77,0,0,0,2,1,0,3,3,0,0,0,0,5,1,0,NA
"1751","Marco Asensio",571,0,0,0,6,5,0,28,4,4,1,1,0,16,0,3,NA
"1752","Marco Benassi",93,0,0,0,1,1,0,7,1,3,0,0,0,10,3,2,75
"1753","Marco Bizot",1260,2,0,0,0,2,0,0,0,0,0,0,0,12,0,0,NA
"1754","Marco Carnesecchi",540,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA
"1755","Marco D'Alessandro",265,1,0,0,6,8,1,11,1,3,0,0,0,13,2,2,NA
"1756","Marco Friedl",1154,3,1,0,8,15,2,19,35,14,0,0,0,108,15,17,NA
"1757","Marco Pašalić",11,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,NA
"1758","Marco Reus",811,2,0,0,12,11,3,13,3,12,0,0,0,37,4,11,NA
"1759","Marco Richter",527,3,0,0,12,16,3,14,7,4,0,0,0,45,2,5,NA
"1760","Marco Silvestri",1350,0,0,0,0,2,0,0,1,0,0,0,0,12,3,0,NA
"1761","Marco Sportiello",533,0,0,0,0,1,0,0,0,0,0,0,0,11,1,0,NA
"1762","Marco Verratti",1494,9,0,0,24,32,0,3,19,39,0,1,0,133,8,5,NA
"1763","Marcos Acuña",938,5,1,0,25,10,0,74,14,18,0,1,0,74,16,8,NA
"1764","Marcos Alonso",853,1,0,0,6,6,0,16,12,6,0,0,0,68,15,10,NA
"1765","Marcos Antônio",267,1,0,0,4,6,0,0,3,2,0,0,0,17,0,0,NA
"1766","Marcos Llorente",874,1,0,0,11,8,1,21,10,8,0,0,0,43,4,7,NA
"1767","Marcos Senesi",939,1,0,0,7,5,0,3,16,13,0,1,0,48,6,9,NA
"1768","Marcus Coco",219,0,0,0,6,5,2,10,6,4,0,0,0,22,7,7,NA
"1769","Marcus Edwards",352,0,0,0,2,5,1,6,1,0,0,0,0,16,1,2,NA
"1770","Marcus Ingvartsen",457,0,0,0,11,7,5,2,1,0,0,0,0,13,11,25,259
"1771","Marcus Rashford",1234,1,0,0,8,8,7,14,3,2,0,0,0,42,15,26,NA
"1772","Marcus Tavernier",1283,1,0,0,12,25,3,77,4,16,0,0,0,90,12,20,NA
"1773","Marcus Thuram",1379,2,0,0,22,19,13,4,5,3,0,0,0,36,19,33,NA
"1774","Marek Rodák",180,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,NA
"1775","Marián Tvrdoň",90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NA
"1776","Mariano",30,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,NA
"1777","Marin Jakoliš",28,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,0
"1778","Marin Pongračić",700,2,0,0,13,0,0,0,15,13,0,0,0,54,9,10,NA
"1779","Mario Gila",90,0,0,0,1,1,0,0,3,1,0,0,0,6,0,3,NA
"1780","Mario Götze",1613,0,0,0,17,28,3,41,10,13,0,0,0,114,1,7,NA
"1781","Mario Hermoso",278,4,1,1,4,1,0,4,5,1,0,1,0,13,2,3,NA
"1782","Mario Lemina",721,1,1,0,7,5,0,2,9,20,0,0,0,51,3,4,NA
"1783","Mario Pašalić",949,1,0,0,17,11,2,2,14,7,0,0,0,53,21,20,NA
"1784","Mário Rui",1152,3,0,0,13,17,0,57,15,13,0,0,0,94,10,19,NA
"1785","Mario Suárez",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"1786","Marius Bülter",1173,3,0,0,13,19,3,54,7,4,0,0,0,57,18,31,NA
"1787","Marius Wolf",530,1,0,0,6,8,3,20,8,5,0,0,0,34,4,2,NA
"1788","Mark-Anthony Kaye",59,0,0,0,1,1,0,0,0,1,0,0,0,4,0,1,0
"1789","Mark Flekken",1350,0,0,0,0,1,0,0,0,0,0,0,0,31,4,0,NA
"1790","Mark Travers",675,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,NA
"1791","Mark Uth",46,1,0,0,2,1,0,2,0,0,0,0,0,0,1,0,NA
"1792","Marko Arnautović",1099,4,0,0,17,12,10,8,2,5,0,0,0,26,7,9,NA
"1793","Marko Bulat",29,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,NA
"1794","Marko Dmitrović",405,1,0,0,0,1,0,0,0,0,0,0,0,4,3,0,NA
"1795","Marko Grujić",111,1,0,0,3,0,0,0,0,3,0,0,0,8,3,2,NA
"1796","Marko Lazetić",9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"1797","Marko Livaja",142,0,0,0,4,2,1,1,0,1,0,0,0,4,2,3,NA
"1798","Marko Milovanović",15,1,0,0,2,0,0,0,0,0,0,0,0,0,5,3,116.7
"1799","Marko Pjaca",348,0,0,0,0,3,1,15,0,1,0,0,0,14,4,5,NA
"1800","Marko Stamenic",269,3,0,0,9,1,0,0,3,1,0,1,0,15,4,7,NA
"1801","Marlon",734,3,0,0,9,2,0,3,9,5,0,0,1,37,20,11,655
"1802","Marlos Moreno",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"1803","Marquinhos",1813,1,0,0,7,8,0,0,18,15,0,0,0,117,27,20,NA
"1804","Marshall Munetsi",904,4,0,0,20,17,2,7,15,9,0,0,0,66,16,12,NA
"1805","Marten de Roon",1123,3,0,0,14,6,0,4,16,17,0,0,0,76,18,14,NA
"1806","Martin Adeline",93,1,0,0,4,0,0,0,2,3,0,0,0,11,4,1,NA
"1807","Martin Baturina",60,1,0,0,1,3,0,1,0,1,0,0,0,6,0,0,NA
"1808","Martin Braithwaite",802,2,1,0,9,9,8,4,1,0,0,0,0,23,12,19,463.3
"1809","Martín Cáceres",90,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,100
"1810","Martin Erlic",867,1,0,0,10,7,0,0,13,4,0,0,0,45,12,13,NA
"1811","Martin Hongla",644,4,0,0,12,5,1,9,8,5,0,0,0,51,6,8,NA
"1812","Martín Montoya",183,0,0,0,1,2,0,6,2,5,0,0,0,8,2,0,NA
"1813","Martin Ødegaard",1074,2,0,0,12,8,0,31,2,7,0,0,0,65,5,9,NA
"1814","Martin Satriano",870,3,0,0,10,14,4,11,1,3,0,0,0,26,22,25,NA
"1815","Martin Terrier",1196,0,0,0,12,22,4,12,13,10,0,0,0,50,56,37,801.2
"1816","Martin Valjent",1155,5,0,0,15,4,0,1,17,9,0,0,0,49,10,3,NA
"1817","Martín Zubimendi",1151,4,0,0,22,11,1,1,13,13,0,0,0,71,33,11,NA
"1818","Martinelli",1185,1,0,0,22,19,5,64,7,7,0,0,0,46,5,22,NA
"1819","Márton Dárdai",181,1,0,0,1,2,0,0,5,1,0,0,0,13,4,4,NA
"1820","Marvin Ducksch",1302,1,0,0,0,10,3,71,5,2,1,0,0,53,11,15,NA
"1821","Marvin Friedrich",963,1,0,0,1,2,0,0,11,9,0,0,0,53,30,13,NA
"1822","Marvin Plattenhardt",996,2,0,0,11,19,1,74,7,16,0,0,0,50,6,7,NA
"1823","Marvin Schwäbe",1350,0,0,0,0,1,0,0,2,0,0,0,0,16,2,0,NA
"1824","Marvin Senaya",9,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,50
"1825","Maryan Shved",187,0,0,0,4,2,0,3,4,2,0,0,0,7,1,0,NA
"1826","Mason Holgate",320,1,0,0,3,4,0,1,6,4,0,0,0,16,6,6,206.7
"1827","Mason Mount",1581,4,0,0,27,29,1,68,5,20,1,0,0,87,8,12,NA
"1828","Massadio Haïdara",743,3,0,0,6,14,2,5,24,10,0,1,0,44,20,9,NA
"1829","Mateo Fernández",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"1830","Mateo Kovačić",1246,3,0,0,9,15,0,4,16,17,0,0,0,89,8,8,NA
"1831","Mateus Fernandes",30,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,100
"1832","Mateus Uribe",436,3,0,0,12,1,0,3,6,7,0,1,0,51,4,8,NA
"1833","Mateusz Klich",199,1,0,0,7,3,0,8,0,7,0,0,0,18,1,2,NA
"1834","Mateusz Lis",270,1,0,0,1,1,0,0,0,0,0,0,0,3,1,0,NA
"1835","Mateusz Wieteska",1350,2,0,0,8,8,0,1,23,12,0,0,0,72,31,19,NA
"1836","Matheus Cunha",499,2,0,0,9,9,2,6,3,2,1,0,0,21,3,22,NA
"1837","Matheus Henrique",486,2,0,0,4,6,0,0,5,5,0,0,0,21,4,2,NA
"1838","Matheus Nunes",866,1,0,0,17,13,0,14,3,14,0,1,0,42,8,8,NA
"1839","Matheus Reis",509,2,0,0,6,5,0,0,3,7,0,0,0,21,2,7,83.3
"1840","Mathew Leckie",262,0,0,0,6,5,0,3,0,4,0,0,0,14,12,9,179.2
"1841","Mathew Ryan",450,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,NA
"1842","Mathias Autret",860,0,0,0,3,1,1,36,6,8,0,0,0,45,2,9,NA
"1843","Mathias Jensen",1211,3,0,0,15,11,1,72,15,17,0,0,0,73,6,7,NA
"1844","Mathias Jørgensen",457,0,0,0,2,2,1,1,9,3,0,0,1,23,9,7,NA
"1845","Mathias Olesen",97,0,0,0,2,3,0,1,1,0,0,0,0,1,1,2,NA
"1846","Mathías Olivera",901,2,0,0,8,17,0,11,9,23,0,0,0,69,14,14,NA
"1847","Mathias Pereira Lage",942,1,0,0,17,21,1,22,13,5,1,0,0,56,16,19,NA
"1848","Mathieu Coutadeur",802,0,0,0,2,6,0,3,10,7,0,0,0,66,5,8,NA
"1849","Mathys Tel",293,0,0,0,2,4,2,4,2,1,0,0,0,17,4,6,NA
"1850","Matìas Soulé",164,0,0,0,1,7,0,3,1,1,0,0,0,7,0,9,NA
"1851","Matías Vecino",952,1,0,0,16,9,2,1,10,10,0,0,0,63,11,14,NA
"1852","Matías Viña",72,0,0,0,5,1,0,4,2,4,0,0,0,6,1,0,NA
"1853","Matija Nastasić",285,1,0,0,3,0,0,0,8,3,0,0,0,4,3,1,300
"1854","Matis Carvalho",136,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,NA
"1855","Mato Jajalo",63,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,NA
"1856","Mats Hummels",1373,5,0,0,12,11,1,2,28,18,0,0,0,80,35,26,NA
"1857","Matt Doherty",427,0,0,0,7,3,0,7,8,4,0,0,0,25,9,7,NA
"1858","Matt O'Riley",481,2,0,0,9,3,0,11,11,7,0,1,0,27,3,3,NA
"1859","Matt Ritchie",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"1860","Matt Targett",426,0,0,0,7,2,0,26,7,8,0,0,0,31,9,7,NA
"1861","Matt Turner",270,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,NA
"1862","Matteo Bianchetti",908,1,0,0,11,1,0,2,6,9,0,1,0,40,24,10,NA
"1863","Matteo Cancellieri",196,1,0,0,10,5,4,5,1,3,0,0,0,13,4,1,NA
"1864","Matteo Darmian",708,2,0,0,6,12,3,14,6,17,0,0,0,33,6,7,NA
"1865","Matteo Gabbia",610,1,0,0,8,4,0,1,6,6,0,0,0,35,13,4,NA
"1866","Mattéo Guendouzi",1548,3,0,0,19,29,0,18,17,12,0,0,1,106,11,21,NA
"1867","Matteo Lovato",140,0,0,0,0,1,0,0,1,3,0,0,0,8,4,4,100
"1868","Matteo Pessina",936,2,0,0,12,20,1,23,11,4,0,0,0,55,14,10,NA
"1869","Matteo Politano",894,3,0,0,10,14,2,42,6,12,0,0,0,58,5,5,NA
"1870","Matteo Ruggeri",115,1,0,0,1,2,0,1,5,0,0,0,0,9,4,1,NA
"1871","Matthias Ginter",1350,2,0,0,10,15,1,4,20,10,0,0,0,86,51,23,1106.1
"1872","Matthijs de Ligt",1111,4,0,0,18,7,1,0,13,8,0,1,0,63,37,22,NA
"1873","Matthis Abline",105,0,0,0,3,4,1,2,2,1,1,0,0,2,1,4,NA
"1874","Mattia Caldara",599,2,0,0,8,7,0,1,11,6,0,0,0,43,9,11,NA
"1875","Mattia De Sciglio",555,0,0,0,2,5,1,16,3,6,0,0,0,25,6,9,NA
"1876","Mattia Destro",456,2,0,0,9,3,7,1,1,1,0,1,0,6,6,16,NA
"1877","Mattia Perin",768,1,0,0,0,1,0,0,0,0,0,0,0,14,0,0,NA
"1878","Mattia Valoti",189,0,0,0,2,4,0,1,2,3,0,0,0,9,5,2,266.7
"1879","Mattia Viti",601,0,0,0,3,5,0,0,8,2,0,0,0,25,11,7,NA
"1880","Mattia Zaccagni",1020,2,0,0,19,44,1,21,6,10,0,1,0,39,3,14,NA
"1881","Mattias Svanberg",627,2,0,0,11,12,1,9,8,6,0,0,0,34,8,7,NA
"1882","Matty Cash",1298,4,0,0,17,10,2,40,18,15,0,1,0,58,8,7,NA
"1883","Matz Sels",1350,1,0,0,0,1,0,0,1,1,0,0,0,17,5,0,NA
"1884","Maurits Kjærgaard",495,0,0,0,6,1,0,19,4,11,0,0,0,43,0,1,NA
"1885","Mauro Arambarri",511,2,1,1,9,8,0,25,5,4,0,0,0,30,4,5,NA
"1886","Mavis Tchibota",93,1,0,0,4,2,0,3,0,2,0,0,0,6,0,1,NA
"1887","Max Kilman",1350,0,0,0,5,4,0,0,14,6,0,0,0,89,34,10,1174.8
"1888","Max Kruse",272,0,0,0,3,3,0,6,0,1,0,0,0,9,6,1,NA
"1889","Maxence Caqueret",973,1,0,0,17,10,2,22,10,18,0,0,0,91,7,8,NA
"1890","Maxence Lacroix",804,0,0,0,8,6,0,1,14,4,0,1,0,37,24,12,683.8
"1891","Maxi Gómez",127,0,0,0,5,3,1,0,0,0,0,0,0,0,2,6,NA
"1892","Maxim Leitsch",620,0,0,0,3,3,0,0,18,6,0,0,0,29,15,7,NA
"1893","Maxime Busi",507,3,0,0,9,3,0,10,5,6,0,1,0,39,5,8,NA
"1894","Maxime Dupé",1350,0,0,0,0,4,0,0,0,0,0,0,0,18,1,0,NA
"1895","Maxime Estève",810,3,0,0,12,3,0,1,24,8,0,0,0,43,16,11,NA
"1896","Maxime Gonalons",529,3,0,0,8,6,0,0,4,11,0,0,0,32,5,1,NA
"1897","Maxime Le Marchand",967,5,1,1,17,4,0,8,20,16,0,2,0,66,30,14,868.1
"1898","Maxime Lopez",1083,5,0,0,10,8,0,10,11,8,0,0,0,85,3,2,NA
"1899","Maximilian Arnold",1307,4,0,0,14,32,0,84,8,14,0,0,0,119,13,10,NA
"1900","Maximilian Bauer",1039,6,0,0,13,16,1,1,19,10,0,1,0,65,43,26,954.8
"1901","Maximilian Eggestein",1019,1,0,0,15,8,0,5,14,11,0,0,0,55,20,13,NA
"1902","Maximilian Mittelstädt",355,1,0,0,5,7,0,20,10,7,0,1,0,41,1,4,NA
"1903","Maximilian Philipp",116,0,0,0,0,7,1,7,0,1,0,0,0,3,1,2,100
"1904","Maximilian Wöber",165,0,0,0,3,0,0,9,0,6,0,0,0,11,6,4,NA
"1905","Maximiliano Caufriez",789,4,0,0,9,9,0,0,16,9,0,0,0,49,10,7,NA
"1906","Maxwel Cornet",91,0,0,0,2,2,0,2,0,1,0,0,0,5,2,3,NA
"1907","Maya Yoshida",1518,3,0,0,9,11,1,2,24,11,0,0,0,92,41,21,1080
"1908","Mehdi Bourabia",1134,1,0,0,16,9,1,25,18,8,0,0,0,100,9,10,NA
"1909","Mehdi Léris",849,5,0,0,21,15,1,25,9,23,0,0,0,52,22,13,783.3
"1910","Mehdi Taremi",709,2,1,1,11,10,1,1,3,6,0,0,0,30,16,22,341.9
"1911","Mehdi Torabi",62,0,0,0,0,0,0,1,2,0,0,0,0,6,0,1,NA
"1912","Mehdi Zeffane",20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
"1913","Mehmet-Can Aydin",208,0,0,0,2,1,0,8,4,5,0,0,0,14,5,6,NA
"1914","Melvin Bard",927,3,0,0,10,8,0,26,21,19,0,0,0,57,14,11,NA
"1915","Memphis Depay",269,0,0,0,3,4,2,4,0,1,0,0,0,12,1,5,NA
"1916","Mergim Berisha",784,7,1,1,18,10,9,51,0,2,0,0,0,30,24,34,452.2
"1917","Mërgim Vojvoda",451,1,0,0,6,1,0,13,4,6,0,0,0,29,2,5,NA
"1918","Merih Demiral",1073,4,0,0,11,9,1,1,17,17,0,0,0,79,36,20,750
"1919","Mert Müldür",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"1920","Meshaal Barsham",180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA
"1921","Michael Estrada",225,0,0,0,6,7,2,0,0,0,0,0,0,5,13,14,151.2
"1922","Michael Gregoritsch",1113,2,0,0,14,19,6,7,4,6,0,0,0,33,72,69,796.3
"1923","Michael Keane",23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"1924","Michael Olise",754,1,0,0,7,16,2,50,4,7,0,0,0,45,3,6,NA
"1925","Michael Zetterer",62,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100
"1926","Michail Antonio",607,1,0,0,11,14,7,10,2,2,0,0,0,11,16,25,NA
"1927","Michał Skóraś",45,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,100
"1928","Michel Aebischer",641,2,0,0,7,13,4,5,2,1,1,1,0,33,6,8,NA
"1929","Michel Ndary Adopo",105,1,0,0,3,0,0,0,0,0,0,0,0,6,2,3,NA
"1930","Michele Castagnetti",338,0,0,0,8,3,0,19,4,5,0,0,0,33,1,2,NA
"1931","Michele Di Gregorio",1260,0,0,0,0,0,0,0,3,0,0,0,0,12,2,1,NA
"1932","Michy Batshuayi",151,0,0,0,5,1,2,0,0,0,0,0,0,4,1,2,100
"1933","Mickaël Alphonse",652,1,0,0,9,6,0,20,17,9,0,0,0,42,21,15,NA
"1934","Mickaël Barreto",144,0,0,0,1,0,0,9,1,4,0,0,0,13,1,2,NA
"1935","Mickael Malsa",39,0,0,0,2,0,0,0,1,1,0,0,0,3,1,1,NA
"1936","Mickey van de Ven",1350,3,0,0,8,8,1,3,15,16,0,2,0,74,17,15,NA
"1937","Miguel Almirón",1255,0,0,0,9,13,6,15,2,14,0,0,0,66,4,3,NA
"1938","Miguel Gutiérrez",908,3,0,0,8,8,0,40,5,6,0,0,0,57,0,5,NA
"1939","Miguel Veloso",819,4,0,0,12,7,0,43,4,4,0,0,1,81,6,9,NA
"1940","Miha Blažič",855,0,0,0,5,8,0,0,5,3,0,0,1,60,17,7,NA
"1941","Mikael Ellertsson",171,3,0,0,6,3,0,3,2,2,0,0,0,7,2,2,NA
"1942","Mike Maignan",810,0,0,0,0,1,0,0,1,0,0,0,0,16,3,0,NA
"1943","Mikel Balenziaga",45,0,0,0,1,0,0,2,1,2,0,0,0,2,0,0,NA
"1944","Mikel Merino",1124,5,0,0,33,19,1,10,13,19,0,0,0,96,45,22,865
"1945","Mikel Vesga",925,2,0,0,15,11,0,6,16,15,1,0,0,74,19,15,NA
"1946","Miki Yamane",61,1,0,0,2,1,0,2,2,0,0,0,0,5,0,1,0
"1947","Mikkel Damsgaard",417,2,0,0,7,5,1,12,4,9,0,0,0,33,1,7,NA
"1948","Mikkel Desler",1005,2,1,1,12,9,3,21,15,21,0,0,0,65,9,3,NA
"1949","Milad Mohammadi",196,0,0,0,2,1,0,2,1,3,0,0,0,11,3,3,166.7
"1950","Milan Borjan",270,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NA
"1951","Milan Đurić",283,2,0,0,6,7,2,0,0,0,0,0,0,4,47,16,NA
"1952","Milan Havel",424,0,0,0,0,1,0,10,4,5,0,0,0,12,4,0,NA
"1953","Milan Škriniar",1725,2,0,0,31,12,1,1,14,20,0,0,1,96,27,17,NA
"1954","Miloš Degenek",112,1,0,0,1,6,0,1,1,3,0,0,0,9,3,1,NA
"1955","Miloš Pantović",176,1,0,0,4,5,0,3,0,1,0,0,0,10,5,8,NA
"1956","Miloš Veljković",1202,1,0,0,6,7,0,0,17,11,0,0,0,60,22,20,NA
"1957","Mislav Oršić",496,1,0,0,2,5,1,16,2,4,0,0,0,16,0,4,NA
"1958","Mitchel Bakker",1102,5,1,1,15,9,1,17,10,10,1,0,0,89,12,6,NA
"1959","Mitchell Duke",199,1,0,0,4,3,1,1,2,0,0,0,0,9,10,9,142.9
"1960","Mitchell van Bergen",427,1,0,0,2,5,0,27,4,3,1,1,0,31,2,4,NA
"1961","Mitchell Weiser",1287,4,0,0,18,30,1,30,15,27,1,0,0,107,13,14,NA
"1962","Moanes Dabbur",422,1,0,0,3,4,3,3,2,3,0,0,0,16,1,8,NA
"1963","Modou Biramé Ndiaye",182,1,0,0,1,4,0,0,6,1,0,0,0,23,3,0,NA
"1964","Mohamed Achi",36,0,0,0,2,0,0,1,0,1,0,0,0,2,0,0,NA
"1965","Mohamed Ali Ben Romdhane",73,0,0,0,1,1,0,1,0,4,0,0,0,10,1,0,100
"1966","Mohamed Ali Cho",243,1,0,0,4,6,2,13,2,2,1,0,0,10,1,7,NA
"1967","Mohamed Camara",1175,4,1,0,30,32,0,7,18,29,0,0,0,97,7,6,NA
"1968","Mohamed Dräger",132,0,0,0,2,1,0,3,1,3,0,0,0,2,1,1,NA
"1969","Mohamed Elneny",95,0,0,0,1,0,0,0,0,1,0,0,0,10,0,1,NA
"1970","Mohamed Elyounoussi",985,2,0,0,18,8,2,20,9,13,0,0,0,72,15,20,NA
"1971","Mohamed Kanno",270,0,0,0,8,3,1,0,2,2,0,0,0,19,8,9,129.7
"1972","Mohamed Lamine Bayo",215,0,0,0,3,2,2,2,0,1,0,0,0,2,4,8,NA
"1973","Mohamed Salah",1680,0,0,0,11,9,15,16,4,5,0,0,0,35,3,10,NA
"1974","Mohamed Simakan",1152,1,0,0,16,27,1,13,19,14,0,0,0,68,23,11,NA
"1975","Mohamed Tijani",168,0,0,0,1,1,0,0,2,0,0,0,0,10,1,1,NA
"1976","Mohamed Youssouf",846,1,0,0,19,10,0,48,20,10,0,0,0,48,21,18,NA
"1977","Mohammad Abu Fani",400,1,0,0,13,12,0,2,3,6,0,0,0,35,0,3,NA
"1978","Mohammed Al-Breik",65,0,0,0,0,1,0,2,1,0,0,0,0,3,1,4,100
"1979","Mohammed Al-Owais",270,1,0,0,0,3,0,0,0,0,0,0,0,5,2,0,NA
"1980","Mohammed Daramy",443,1,0,0,2,5,4,5,4,1,0,0,0,16,2,0,NA
"1981","Mohammed Muntari",63,0,0,0,1,2,0,0,0,2,0,0,0,4,3,1,NA
"1982","Mohammed Salisu",1440,4,0,0,22,2,0,11,17,22,0,1,1,99,35,19,NA
"1983","Mohammed Waad",28,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,NA
"1984","Moi Gómez",1139,2,0,0,7,10,1,66,6,6,0,0,0,67,5,15,NA
"1985","Moise Kean",600,2,0,0,9,12,6,4,4,7,0,0,0,23,5,12,NA
"1986","Moisés Caicedo",1514,5,0,0,34,26,0,9,21,24,0,0,0,96,17,10,NA
"1987","Moises Parra Gutierrez",10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"1988","Monchu",659,3,0,0,17,10,0,36,7,13,0,0,0,32,4,9,NA
"1989","Montassar Talbi",1620,0,0,0,15,10,0,1,15,13,0,0,0,77,43,25,NA
"1990","Morgan Gibbs-White",1216,2,0,0,12,12,0,66,8,7,0,0,0,66,21,37,498.6
"1991","Morgan Sanson",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1992","Moritz Jenz",540,1,0,0,4,0,0,0,8,4,0,1,0,22,7,2,NA
"1993","Morten Hjulmand",1084,4,1,0,25,16,0,1,30,20,0,0,0,94,20,7,NA
"1994","Morten Thorsby",433,1,0,0,8,3,0,0,1,7,0,0,0,15,11,12,NA
"1995","Morteza Pouraliganji",270,1,0,0,5,1,0,2,6,2,1,0,0,16,9,6,207.1
"1996","Mory Diaw",1350,0,0,0,0,2,0,0,0,0,0,0,0,12,3,0,NA
"1997","Moses Simon",1097,1,0,0,4,13,1,65,3,8,0,0,0,43,4,16,NA
"1998","Mostafa Mohamed",840,0,0,0,15,14,6,5,2,4,1,0,0,22,32,41,NA
"1999","Mouctar Diakhaby",791,5,1,1,9,3,0,0,7,8,0,0,0,44,10,17,443.3
"2000","Mouhamadou Diarra",437,0,0,0,8,7,0,4,4,5,1,0,0,34,4,5,NA
"2001","Moumi Ngamaleu",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
"2002","Mounaim El Idrissy",1062,4,0,0,34,35,12,11,3,11,2,0,0,26,42,79,489.7
"2003","Moussa Dembélé",576,1,0,0,11,0,6,2,0,4,0,0,0,14,15,13,NA
"2004","Moussa Diaby",1756,1,0,0,9,10,6,62,3,8,0,0,0,63,2,14,NA
"2005","Moussa Diarra",553,0,0,0,9,4,0,5,11,5,0,1,0,32,6,5,NA
"2006","Moussa Djenepo",526,0,0,0,6,14,0,9,10,9,0,0,0,46,3,8,NA
"2007","Moussa Niakhate",160,0,0,0,3,0,0,0,1,0,0,0,0,7,11,6,130.3
"2008","Moussa Sissoko",698,2,0,0,17,4,2,10,8,8,0,1,0,46,16,8,NA
"2009","Muhammed Damar",128,0,0,0,5,1,0,1,0,3,0,0,0,8,2,2,NA
"2010","Muhammed Saracevic Cham",865,0,0,0,11,22,0,29,5,7,0,0,0,48,3,2,NA
"2011","Munir",90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"2012","Munir El Haddadi",234,2,0,0,9,12,1,6,1,1,0,0,0,12,5,4,NA
"2013","Musa Barrow",688,1,0,0,7,8,1,49,0,2,0,0,0,35,2,12,NA
"2014","Musab Kheder",6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA
"2015","Mykhailo Mudryk",516,2,0,0,5,9,5,21,0,1,0,0,0,24,0,9,NA
