"","Player","Min","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA","KP","Final_Third","PPA","CrsPA","Prog"
"1796","Marquinhos",1813,1215,1289,2120.2,20777,7172,504,522,2174.5,598,624,2193.9,80,96,NA,0,0.2,0.3,5,53,2,0,35
"1797","Marshall Munetsi",904,214,300,858.1,3455,1284,110,137,952.1,75,98,912.5,20,46,637.5,0,0.9,0.5,9,30,3,1,29
"1798","Marten de Roon",1123,474,599,1194.5,9150,2723,190,217,1333.7,217,264,NA,61,94,NA,1,0,0.1,4,38,4,0,29
"1799","Martin Adeline",93,23,34,256.9,308,71,9,15,242.9,8,10,NA,1,3,NA,0,0,0,0,1,0,0,0
"1800","Martin Baturina",60,29,37,NA,442,99,15,18,NA,10,12,NA,2,2,NA,0,0,0,2,3,1,0,2
"1801","Martin Braithwaite",802,88,141,687.1,1266,272,54,75,757.4,23,35,NA,6,8,NA,1,0.5,0.2,7,3,3,0,12
"1802","Martín Cáceres",90,68,79,86.1,1289,320,22,25,88,35,39,89.7,10,13,76.9,0,0,0,0,5,0,0,2
"1803","Martin Erlic",867,365,412,877.2,7837,2313,105,114,907.2,189,205,918.6,67,85,793.7,0,0,0,0,13,0,0,6
"1804","Martin Hongla",644,215,273,NA,4078,1258,86,102,NA,95,113,NA,28,47,NA,0,0.4,0.6,5,25,3,1,20
"1805","Martín Montoya",183,84,112,224.8,1223,459,46,49,284.5,27,33,237.2,5,19,67.3,0,0.3,0.3,2,5,2,1,3
"1806","Martin Ødegaard",1074,461,592,1005.6,6937,2044,251,291,1129.9,148,192,1020.9,36,58,786.5,2,2.6,3.1,25,43,25,1,53
"1807","Martin Satriano",870,123,183,877.6,1629,288,68,90,975.1,42,63,NA,3,8,NA,1,0.7,0.4,7,5,4,1,6
"1808","Martin Terrier",1196,400,532,1049.5,6011,1407,210,268,1082.3,125,160,1075.9,34,47,945.6,3,2.4,1.7,24,35,13,3,38
"1809","Martin Valjent",1155,418,513,1025.2,8158,3482,165,177,1165.2,191,217,1106.2,58,102,756.4,0,0,0,2,28,1,0,22
"1810","Martín Zubimendi",1151,562,669,1160.1,9845,3151,243,276,1232.3,268,297,1228.3,42,68,848.4,2,0.6,0.3,6,70,8,0,56
"1811","Martinelli",1185,339,457,1073.7,5571,1311,177,199,1286.3,119,149,1131.2,35,72,NA,2,3.3,2.7,23,17,25,3,45
"1812","Márton Dárdai",181,44,79,NA,926,525,12,19,NA,24,33,NA,8,27,NA,0,0,0,0,2,0,0,6
"1813","Marvin Ducksch",1302,285,454,940.2,4567,1060,148,182,1219.5,91,153,907.1,28,80,517.4,3,2.7,3.2,28,19,9,2,22
"1814","Marvin Friedrich",963,630,738,NA,11849,3795,225,240,NA,351,376,NA,50,104,NA,0,0.5,0.6,4,16,0,0,25
"1815","Marvin Plattenhardt",996,378,560,881.5,6492,3313,187,205,1193.5,144,210,915.8,39,114,430.3,2,2.1,2.3,17,21,4,3,36
"1816","Marvin Schwäbe",1350,521,643,1215.8,13224,8155,81,82,NA,323,327,1487.5,117,233,819.1,0,0,0,0,8,1,0,0
"1817","Marvin Senaya",9,4,5,80,77,58,2,2,100,1,1,100,1,2,50,0,0,0,0,0,1,0,1
"1818","Maryan Shved",187,35,51,208.4,464,131,19,27,215,15,19,234.2,0,2,NA,0,0,0,0,2,1,0,4
"1819","Mason Holgate",320,107,148,283.6,2196,526,34,41,313.2,56,63,351.2,16,40,156.6,0,0.3,0.1,3,9,1,0,7
"1820","Mason Mount",1581,631,813,1654.8,9693,2720,373,428,1852.8,175,225,NA,57,91,NA,3,2.3,2.4,30,69,31,8,64
"1821","Massadio Haïdara",743,407,462,1123.2,6801,2243,192,212,1311.9,175,197,NA,27,37,NA,0,0.3,0.2,3,28,3,0,29
"1822","Mateo Fernández",2,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"1823","Mateo Kovačić",1157,759,892,1502.5,12647,3654,372,418,1558.4,307,339,1655.4,57,86,1049.1,1,1.9,2.1,16,131,21,1,97
"1824","Mateus Fernandes",30,4,9,44.4,60,1,0,2,0,3,5,60,0,0,NA,0,0,0,0,0,0,0,0
"1825","Mateus Uribe",436,178,221,396.1,2950,1071,94,107,432.3,66,79,414.7,16,26,290,0,0.2,0.1,7,16,3,1,18
"1826","Mateusz Klich",199,86,120,805.3,1152,308,47,52,NA,24,30,NA,4,16,NA,0,0.2,0.2,5,4,5,0,9
"1827","Mateusz Lis",270,66,104,191.3,1678,1332,18,18,300,23,24,288.9,21,58,108.7,0,0,0,0,3,0,0,1
"1828","Mateusz Wieteska",1350,628,756,1231.4,11456,4749,250,277,1338.8,316,359,1327.3,53,103,585.9,1,0.3,0.2,3,52,2,0,49
"1829","Matheus Cunha",499,88,118,1124.3,1063,234,67,75,NA,14,21,NA,3,4,NA,2,1.2,0.4,10,8,3,0,6
"1830","Matheus Henrique",486,216,253,736.7,3690,895,94,105,775.4,92,101,776.6,22,30,NA,0,0.2,0.2,8,29,2,0,21
"1831","Matheus Nunes",866,258,330,1015.9,4602,811,123,144,1138.9,90,102,1132.5,35,53,NA,1,1.2,0.4,12,20,8,1,18
"1832","Matheus Reis",509,295,334,526.5,5124,1613,129,141,547.7,144,159,532.5,19,26,NA,0,0.2,0.3,1,17,2,0,8
"1833","Mathew Leckie",262,57,89,192.4,675,230,35,44,238,14,21,205.4,1,4,50,1,0.4,0,2,8,1,0,6
"1834","Mathew Ryan",450,106,177,304.4,3786,2979,13,13,500,34,34,500,59,130,237.3,0,0,0,0,1,0,0,0
"1835","Mathias Autret",860,306,394,1006.6,6602,1776,106,127,1098.7,123,143,1033.3,69,102,824.2,2,1.4,1.3,16,43,10,2,30
"1836","Mathias Jensen",1211,499,706,1192.9,9863,3702,226,266,1466.9,175,235,1246.5,86,174,841.1,3,2.1,1.8,26,58,16,5,45
"1837","Mathias Jørgensen",457,204,251,537.3,3473,1396,86,98,588.6,109,133,517.9,7,17,NA,0,0.1,0.1,1,18,0,0,14
"1838","Mathias Olesen",97,17,24,NA,338,63,8,11,NA,6,8,NA,3,4,NA,0,0.1,0,1,1,0,0,3
"1839","Mathías Olivera",901,568,671,NA,7723,2893,373,410,NA,147,175,NA,24,40,NA,2,1,1.3,16,42,10,3,37
"1840","Mathias Pereira Lage",942,206,303,1004.4,3310,1001,106,133,1205.7,65,96,914.7,23,45,NA,1,1.4,0.9,9,24,2,1,15
"1841","Mathieu Coutadeur",802,466,550,1028.5,8011,2195,208,231,NA,180,212,NA,54,73,NA,0,0.5,0.5,7,62,5,1,37
"1842","Mathys Tel",293,103,125,874.6,1527,146,59,64,1041.3,38,48,NA,5,5,NA,0,0.2,0,4,4,1,0,3
"1843","Matìas Soulé",164,62,68,719.8,1111,161,30,31,785.7,20,21,NA,10,14,NA,0,0.4,0.1,5,3,0,0,4
"1844","Matías Vecino",952,393,478,1333.6,5968,1590,219,248,NA,133,156,1339.6,29,45,NA,0,0,0.1,3,41,5,0,40
"1845","Matías Viña",72,33,51,284.2,540,112,14,19,316.7,16,24,295.6,2,5,NA,0,0.1,0,1,3,0,0,1
"1846","Matija Nastasić",285,62,76,338.2,1301,570,23,28,342.4,28,29,350,11,17,NA,0,0,0,0,6,0,0,4
"1847","Matis Carvalho",136,21,53,79.4,924,794,1,1,NA,5,5,200,15,46,63.9,0,0,0,0,1,0,0,0
"1848","Mato Jajalo",63,23,29,230.4,401,166,10,13,216.7,9,9,300,3,4,NA,0,0,0.1,1,1,1,0,4
"1849","Mats Hummels",1373,912,1042,1479.1,19590,6522,256,284,1517.8,481,502,1615.4,163,222,1247.9,0,0.1,0.1,2,49,5,1,48
"1850","Matt Doherty",427,192,239,749,2869,627,107,115,881.3,68,82,NA,9,21,NA,0,0.1,0,2,8,1,0,5
"1851","Matt O'Riley",481,224,274,487.5,3784,995,113,132,512.9,86,100,518.2,20,28,428.1,0,0.5,0.5,2,18,9,2,22
"1852","Matt Ritchie",1,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"1853","Matt Targett",426,216,283,757.6,3539,1469,107,123,NA,93,106,NA,13,44,NA,0,0.3,0.6,7,16,5,0,24
"1854","Matt Turner",270,82,103,237.9,2078,1430,18,18,300,43,44,294.1,20,40,146.2,0,0,0,0,2,0,0,0
"1855","Matteo Bianchetti",908,282,360,861.6,5372,2214,106,124,947.1,146,170,964.9,26,57,499.9,0,0.2,0.1,2,15,4,1,9
"1856","Matteo Cancellieri",196,51,70,770.7,646,97,37,42,NA,13,19,NA,0,5,NA,0,0.4,0.3,3,1,1,1,2
"1857","Matteo Darmian",708,265,337,NA,4353,1786,129,145,NA,115,137,NA,15,33,NA,2,1.1,1,11,12,6,5,18
"1858","Matteo Gabbia",610,282,343,797.4,6065,1857,79,94,820.3,150,165,839.2,51,76,NA,0,0,0,0,10,0,0,11
"1859","Mattéo Guendouzi",1548,765,899,1765.2,12713,3533,370,414,1857.5,298,336,1787.5,68,91,NA,2,1,1.1,15,92,21,3,77
"1860","Matteo Lovato",140,79,93,169.7,1506,572,24,24,200,50,59,164.6,5,9,150,0,0,0,0,5,0,0,3
"1861","Matteo Pessina",994,508,594,1102.6,8094,2255,267,295,1187.7,191,209,1144.4,36,52,NA,1,0.8,0.9,11,54,15,0,44
"1862","Matteo Politano",894,315,431,1292.3,4991,1657,185,204,1600.3,94,127,NA,27,60,NA,3,3.1,2,23,19,21,2,36
"1863","Matteo Ruggeri",115,56,76,335.2,983,451,24,28,382.6,27,33,NA,4,9,NA,0,0,0,0,2,1,1,1
"1864","Matthias Ginter",1350,730,876,1209.3,14777,5498,209,239,1304.2,427,471,1319.5,90,145,866.4,1,0.5,0.8,6,67,4,0,54
"1865","Matthijs de Ligt",1111,804,874,NA,15176,5724,272,294,NA,465,485,NA,63,82,NA,0,0,0.1,2,63,3,0,36
"1866","Matthis Abline",105,6,14,NA,110,27,3,6,NA,2,3,NA,1,1,NA,0,0.2,0.2,2,0,1,0,1
"1867","Mattia Caldara",599,223,292,709.7,3815,1373,89,106,NA,114,140,748.2,15,37,NA,0,0,0,1,9,0,0,16
"1868","Mattia De Sciglio",555,285,353,893.3,5264,1927,116,134,966.3,135,157,983.1,33,50,694.9,0,0.1,0,4,32,5,3,27
"1869","Mattia Destro",456,33,59,582.7,387,85,23,32,742.8,5,15,NA,2,4,NA,0,0.3,0.2,4,1,1,0,2
"1870","Mattia Perin",768,231,294,712,5560,3661,51,52,883.3,131,131,900,48,110,432.3,0,0,0,0,8,0,0,1
"1871","Mattia Valoti",221,67,81,411.5,1027,273,35,38,445.7,24,29,329.9,5,8,NA,0,0,0,2,12,0,0,4
"1872","Mattia Viti",601,296,348,596.6,4886,1554,136,150,636.4,133,141,661.5,19,39,337.3,0,0,0,0,14,0,0,14
"1873","Mattia Zaccagni",1020,249,314,1014.5,3405,891,157,177,1157.7,68,90,1036.2,7,16,NA,3,1.4,1.2,13,16,8,0,24
"1874","Mattias Svanberg",627,117,167,NA,1807,678,54,71,NA,39,51,NA,13,24,NA,2,2,1.4,10,11,6,1,19
"1875","Matty Cash",1208,474,632,1093.7,8229,2994,224,250,1358.3,211,263,1164.5,32,86,496.7,0,0.8,1,8,35,11,7,32
"1876","Matz Sels",1350,296,423,1049.8,7920,5820,70,70,1500,130,132,1478.9,95,219,658,0,0,0,0,7,0,0,0
"1877","Maurits Kjærgaard",495,96,152,358.6,1276,557,59,76,453.1,24,45,267.6,4,18,NA,0,1.3,1,11,14,6,2,13
"1878","Mauro Arambarri",511,198,235,503.6,3939,1229,67,72,560.1,96,106,542.5,31,52,336.4,1,1,0.9,9,18,4,2,13
"1879","Mavis Tchibota",93,15,27,170.6,209,81,10,11,NA,3,10,60,1,2,NA,0,0,0.1,1,1,1,0,1
"1880","Max Kilman",1350,740,889,1222.6,14281,5130,258,278,1401.7,404,444,1344.2,70,151,649.3,0,0,0,0,61,4,0,52
"1881","Max Kruse",272,90,121,362.5,1644,240,36,49,378.2,42,48,414.4,9,12,383.3,0,0.1,0.2,3,4,3,1,8
"1882","Maxence Caqueret",973,607,714,1185.6,9862,2934,296,337,1222.7,247,275,1256.4,43,65,NA,1,1.3,1.4,14,94,14,2,65
"1883","Maxence Lacroix",804,478,555,813.8,10324,4153,108,121,859,298,317,858,68,104,NA,0,0.1,0.1,1,31,0,0,26
"1884","Maxi Gómez",127,11,18,300,164,3,6,7,NA,3,6,250,1,3,NA,0,0.2,0.2,2,0,0,0,0
"1885","Maxim Leitsch",620,234,303,537.7,4371,1548,100,121,583.8,106,130,569.4,25,43,NA,0,0,0,1,14,0,0,17
"1886","Maxime Busi",507,162,238,467.6,2778,1163,88,112,549.4,51,70,499.3,20,41,316.8,1,0.1,0.3,2,13,6,2,13
"1887","Maxime Dupé",1350,421,548,1170.2,11327,7802,65,65,NA,228,233,1467,125,246,878.4,0,0,0,0,4,0,0,0
"1888","Maxime Estève",810,271,341,952.7,5074,1881,92,106,1046.8,145,166,1047.1,24,55,NA,0,0.1,0,1,18,0,0,15
"1889","Maxime Gonalons",529,269,304,805.7,4995,1572,102,114,840.2,138,145,865.3,25,35,707.1,0,0,0,0,24,2,0,27
"1890","Maxime Le Marchand",967,508,633,1024.6,10040,4066,188,215,1107.5,247,282,1120.9,64,118,NA,0,0.3,0.2,2,52,6,3,47
"1891","Maxime Lopez",1083,639,730,1129.2,11050,4030,295,320,1199.3,260,296,1139.9,66,87,NA,0,1.2,1,16,89,6,2,68
"1892","Maximilian Arnold",1307,534,724,1096.5,12562,4171,138,160,1341.1,264,315,1265.2,123,223,820,2,2.8,2.5,23,51,10,2,49
"1893","Maximilian Bauer",1039,295,413,993.5,6140,2592,100,118,1177.3,152,178,1191.9,41,109,NA,0,0.3,0,2,22,2,0,21
"1894","Maximilian Eggestein",1019,295,377,NA,4441,1250,161,192,NA,103,121,NA,15,27,NA,2,0.4,0.6,10,36,7,1,30
"1895","Maximilian Mittelstädt",355,145,201,528.5,2235,1161,83,93,639.2,48,73,NA,10,29,NA,0,0.7,0.7,6,13,4,2,16
"1896","Maximilian Philipp",116,27,42,183.3,427,64,17,19,277.5,7,9,NA,2,9,NA,0,0,0.1,1,1,1,0,2
"1897","Maximilian Wöber",165,32,72,131.5,551,326,14,25,160.7,13,29,98.8,4,13,NA,1,0.7,0.5,3,3,2,1,3
"1898","Maximiliano Caufriez",789,369,417,777.1,6760,2233,137,153,792.1,182,195,828.5,39,53,668.5,0,0,0,0,30,2,0,33
"1899","Maxwel Cornet",91,20,30,360.7,266,46,13,18,344.5,7,8,NA,0,0,NA,0,0,0,0,0,0,0,1
"1900","Maya Yoshida",1518,657,824,1307,13849,4743,172,207,1383.6,400,432,1565.2,82,165,817.8,0,0,0.1,1,33,3,0,41
"1901","Mehdi Bourabia",1134,474,611,1126.8,7599,2477,234,280,1200.4,195,228,1249.3,35,71,700.6,1,1.8,2.1,18,48,14,3,38
"1902","Mehdi Léris",849,220,331,863.2,3331,1044,132,157,1079.4,60,104,764.2,18,33,NA,1,0.5,0.2,5,16,7,1,21
"1903","Mehdi Taremi",709,158,215,583.2,2260,541,92,115,632.7,52,68,605.4,7,10,NA,3,3.8,2,22,15,8,1,18
"1904","Mehdi Torabi",62,31,38,238.6,433,180,20,22,267.9,9,12,225,1,1,NA,0,0.5,0.2,3,5,0,0,7
"1905","Mehdi Zeffane",20,3,3,100,74,45,0,0,NA,2,2,100,1,1,100,0,0,0,0,0,0,0,0
"1906","Mehmet-Can Aydin",208,59,91,NA,1111,303,25,33,NA,26,38,NA,7,10,NA,0,0.6,0,1,4,0,0,3
"1907","Melvin Bard",927,452,563,1023.5,6879,2274,246,280,1131,168,206,1054.7,22,42,NA,0,0.4,0.3,1,21,8,3,22
"1908","Memphis Depay",269,113,139,488.2,1541,342,74,83,520.7,27,32,500,8,13,NA,0,0.1,0.2,4,10,3,0,7
"1909","Mergim Berisha",784,81,187,445.8,1479,667,34,65,501,32,60,580.8,12,39,NA,4,2.5,2.3,15,13,5,3,13
"1910","Mërgim Vojvoda",451,230,288,677.3,3602,1552,131,148,700,82,101,690.1,12,28,418.6,3,1.1,1,7,16,5,1,25
"1911","Merih Demiral",1073,330,398,1050.3,6229,1751,126,144,NA,160,186,1128.4,39,61,773.9,0,0.4,0.1,3,12,0,0,13
"1912","Mert Müldür",6,1,1,100,11,0,1,1,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"1913","Meshaal Barsham",180,45,63,142.5,968,715,15,15,200,15,16,191.7,11,27,93.5,0,0,0,1,0,0,0,0
"1914","Michael Estrada",225,28,50,149.7,480,138,13,22,158.4,11,16,188.3,3,4,NA,0,0,0.4,1,6,2,0,7
"1915","Michael Gregoritsch",1113,143,264,789.6,1763,468,83,131,892.8,37,79,782.5,7,15,NA,3,1.4,1.5,10,12,10,1,17
"1916","Michael Keane",23,2,4,50,21,8,2,2,100,0,1,0,0,0,NA,0,0,0,0,1,0,0,0
"1917","Michael Olise",754,282,390,892.9,4624,1197,153,174,NA,94,124,NA,27,64,NA,2,1.7,1.2,19,20,12,4,20
"1918","Michael Zetterer",62,21,32,65.6,726,535,2,2,100,7,7,100,12,23,52.2,0,0,0,0,1,0,0,0
"1919","Michail Antonio",607,62,118,679.8,899,163,36,56,877.3,21,42,NA,3,12,NA,1,0.3,0.2,7,6,4,1,5
"1920","Michel Aebischer",641,211,261,NA,3224,904,114,127,NA,78,90,NA,15,27,NA,0,0.2,0,5,15,0,0,9
"1921","Michel Ndary Adopo",105,45,53,328.4,730,178,18,22,341.8,23,24,300,3,4,NA,0,0,0,0,4,0,0,2
"1922","Michele Castagnetti",338,150,214,568.6,2608,1058,72,83,717.9,57,83,552.2,16,38,377.7,0,0.6,0.3,10,25,5,1,22
"1923","Michele Di Gregorio",1350,455,583,1180.1,11297,7337,118,118,1500,200,203,1475.6,134,259,841.2,0,0,0,0,7,0,0,0
"1924","Michy Batshuayi",151,16,24,134.3,223,27,11,16,137.5,1,3,50,3,3,200,0,0.1,0,1,1,0,0,1
"1925","Mickaël Alphonse",652,240,380,610.5,4024,1836,114,136,830.7,93,142,NA,23,71,NA,0,0.3,0.4,6,22,7,3,22
"1926","Mickaël Barreto",144,46,60,317.5,802,245,23,27,313.1,17,21,355,5,9,200,0,0.3,0.1,5,5,4,1,7
"1927","Mickael Malsa",39,4,8,200,38,15,2,4,NA,1,1,NA,0,0,NA,0,0,0,0,0,0,0,1
"1928","Mickey van de Ven",1350,686,782,1295.7,14395,4812,178,199,1306.7,413,435,1396.7,89,132,956,0,0,0.4,2,38,3,0,31
"1929","Miguel Almirón",1255,400,482,1214.9,5387,1372,258,284,1349.5,111,137,1195.4,15,22,NA,1,1.1,1.2,12,23,17,2,39
"1930","Miguel Gutiérrez",908,382,489,1002.5,5985,1666,215,242,1141.1,138,173,1034.5,25,50,NA,2,1.6,1.1,10,33,9,6,30
"1931","Miguel Veloso",819,302,421,1010.3,6092,2375,114,133,1229.7,130,156,1164.3,52,110,614.4,0,1.6,1.2,12,33,6,3,42
"1932","Miha Blažič",855,479,547,868.6,9717,3760,152,163,921,257,276,921.4,63,97,668.6,0,0,0,0,24,2,0,29
"1933","Mikael Ellertsson",171,24,40,NA,322,82,16,18,NA,7,14,NA,0,5,NA,0,0,0,1,3,0,0,2
"1934","Mike Maignan",810,239,300,718.5,6409,3990,42,42,900,116,117,894.1,80,137,542.8,0,0,0,0,7,0,0,0
"1935","Mikel Balenziaga",45,28,37,75.7,419,130,15,16,93.8,12,15,80,1,3,33.3,0,0,0.1,0,1,2,1,2
"1936","Mikel Merino",1124,506,669,1041.5,8314,2868,243,292,1151.8,208,256,1114.8,37,76,656.2,6,2.3,1.6,19,81,17,2,57
"1937","Mikel Vesga",925,473,583,1059.1,8854,2941,194,227,1117.5,206,240,1142.7,63,86,NA,2,0.7,0.8,13,86,10,3,61
"1938","Miki Yamane",61,24,33,72.7,371,164,12,12,100,11,17,64.7,1,2,50,0,0.1,0.1,1,4,2,0,5
"1939","Mikkel Damsgaard",417,139,193,918.9,2006,754,78,91,1062.1,43,62,NA,9,18,NA,0,0.7,0.7,6,20,8,2,18
"1940","Mikkel Desler",1005,530,631,1006,8012,3001,293,322,1078.2,195,233,1002.7,27,43,NA,1,0.8,1,6,44,12,3,43
"1941","Milad Mohammadi",196,44,68,211.2,674,283,20,21,283.3,19,29,240,2,8,NA,0,0,0,0,1,0,0,2
"1942","Milan Borjan",180,54,73,149.1,1341,846,12,12,200,28,29,192.9,14,32,90.4,0,0,0,0,1,0,0,0
"1943","Milan Đurić",283,53,107,428.6,590,115,35,72,NA,9,19,NA,2,2,NA,0,0.3,0,4,2,1,0,2
"1944","Milan Havel",424,92,127,443.1,1442,639,50,55,536.6,34,47,443.8,6,19,NA,0,0.2,0.1,3,9,6,3,4
"1945","Milan Škriniar",1725,1197,1304,1901.7,21873,6798,445,472,1970.9,649,679,1982.1,87,121,NA,0,0.3,0,7,73,1,0,45
"1946","Miloš Degenek",112,34,56,208.4,675,369,14,17,270,15,24,250,5,14,NA,0,0,0,0,2,0,0,1
"1947","Miloš Pantović",176,41,62,531.8,604,218,23,28,NA,13,22,NA,3,7,NA,0,0,0.1,0,2,2,1,3
"1948","Miloš Veljković",1202,536,658,1118.6,12074,5159,123,141,1212.7,310,342,1225.6,97,154,868.3,0,0.3,0,1,29,0,0,21
"1949","Mislav Oršić",496,124,176,583.9,1764,542,70,83,676.3,36,51,NA,8,20,NA,1,0.8,0.5,5,8,7,1,7
"1950","Mitchel Bakker",1102,549,695,NA,8542,2565,314,352,NA,200,251,NA,29,65,NA,1,1.2,0.1,10,26,9,1,38
"1951","Mitchell Duke",199,31,52,189.4,388,110,17,25,217.8,7,14,159.6,2,2,NA,0,0,0,1,2,0,0,1
"1952","Mitchell van Bergen",427,73,119,746.9,1046,361,44,55,1022.8,15,28,716.7,8,23,NA,1,1.2,1.2,9,3,6,2,8
"1953","Mitchell Weiser",1287,477,653,1078.1,7865,3662,246,296,1227.1,175,229,1136,43,78,804.2,6,2.9,2.7,20,55,23,5,67
"1954","Moanes Dabbur",422,103,142,747,1340,422,58,74,790.5,28,35,851.1,5,10,NA,0,0.5,0.9,8,8,4,0,14
"1955","Modou Biramé Ndiaye",182,46,61,301.6,974,447,15,21,323.6,22,25,347.2,8,12,266.6,0,0,0,0,7,1,0,6
"1956","Mohamed Achi",36,18,21,180,274,76,7,7,200,10,12,180,0,1,NA,0,0,0,1,1,0,0,1
"1957","Mohamed Ali Ben Romdhane",73,14,22,63.6,217,22,7,12,58.3,7,7,100,0,0,NA,0,0,0,0,3,0,0,0
"1958","Mohamed Ali Cho",243,32,49,NA,422,122,23,26,NA,6,12,NA,1,5,NA,2,1.5,1,5,1,5,3,3
"1959","Mohamed Camara",1175,532,616,1549.6,9426,2607,239,263,NA,230,253,NA,51,70,NA,0,1.3,0.8,10,56,6,2,46
"1960","Mohamed Dräger",132,36,50,144.7,678,265,12,16,166.7,19,23,167.5,5,9,115,0,0,0.1,1,1,1,1,4
"1961","Mohamed Elneny",95,54,56,NA,944,179,23,23,NA,25,26,NA,5,5,NA,0,0,0,0,3,2,0,2
"1962","Mohamed Elyounoussi",985,201,303,893,2931,839,132,166,1105.9,49,79,NA,14,30,NA,1,1.1,1,9,12,8,3,12
"1963","Mohamed Kanno",180,96,116,163.2,1495,421,45,51,171.7,36,39,183.8,7,13,110,0,0,0.1,0,13,2,0,10
"1964","Mohamed Lamine Bayo",215,25,46,570.4,292,75,12,23,NA,5,11,NA,1,1,NA,0,1.1,1,5,1,1,0,1
"1965","Mohamed Salah",1680,403,525,1517.7,5329,1491,234,276,1706.3,116,153,1579.2,18,31,NA,4,3.3,3.4,38,18,39,3,57
"1966","Mohamed Simakan",1152,714,876,1287.1,11999,3940,360,394,1463,282,331,1314.1,58,108,NA,4,2.2,1.9,9,54,12,4,54
"1967","Mohamed Tijani",168,55,71,217.6,1242,597,14,15,288.9,29,33,268.9,11,21,130.3,0,0.1,0,2,3,0,0,2
"1968","Mohamed Youssouf",846,392,537,778.3,6219,2941,211,239,930.9,136,186,793.7,33,82,431.4,0,0.6,0.9,9,37,15,11,39
"1969","Mohammad Abu Fani",400,198,230,521.3,3416,732,97,111,525.7,65,73,540.8,28,31,NA,0,0.7,0.7,9,22,7,0,19
"1970","Mohammed Al-Breik",65,39,48,132.6,627,254,22,25,91.7,13,14,NA,3,8,NA,0,0,0.1,1,5,1,0,6
"1971","Mohammed Al-Owais",180,38,55,140,1080,719,5,5,200,22,22,200,11,28,81.2,0,0,0,0,0,0,0,0
"1972","Mohammed Daramy",443,111,139,481.8,1635,314,57,66,527.3,43,48,536.5,6,10,450,0,0.6,0.6,6,4,7,2,10
"1973","Mohammed Muntari",63,17,19,267.3,209,25,6,7,250,7,8,NA,0,0,NA,0,0,0,1,0,0,0,0
"1974","Mohammed Salisu",1440,637,858,1177.5,11707,5546,258,294,1375.3,311,382,1287.1,63,158,640.6,1,0.4,0.3,5,60,5,3,43
"1975","Mohammed Waad",28,9,12,137.5,185,28,6,8,146.7,1,1,NA,2,2,NA,0,0,0,0,0,0,0,0
"1976","Moi Gómez",1139,496,618,1086.1,9725,2599,216,230,1306.1,182,214,1164.8,84,132,855.4,1,2.5,3.2,30,62,21,5,51
"1977","Moise Kean",600,85,117,1223.7,1157,311,49,59,NA,23,29,NA,4,8,NA,0,0.7,0.3,4,6,5,1,8
"1978","Moisés Caicedo",1514,791,918,1450.2,11938,3260,444,493,1521.3,269,310,1450.6,51,64,1278.1,0,0.7,0.7,15,83,21,4,72
"1979","Moises Parra Gutierrez",10,3,3,100,29,17,3,3,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"1980","Monchu",659,250,333,872.7,5078,1476,95,113,985.9,106,131,989.8,43,73,695.8,1,0.6,0.9,8,27,3,1,14
"1981","Montassar Talbi",1620,733,831,1577.7,13761,4369,232,253,1655.6,431,455,1703.4,53,100,896.4,1,0.2,0.2,3,29,3,0,25
"1982","Morgan Gibbs-White",1216,328,505,928.2,5177,1850,177,234,1090.9,98,126,1117.6,37,99,NA,2,2.2,2.2,21,37,22,3,39
"1983","Morgan Sanson",1,3,3,100,38,0,2,2,100,1,1,100,0,0,NA,0,0,0,0,0,0,0,0
"1984","Moritz Jenz",540,427,457,557.2,8050,2824,136,145,562.9,267,283,562.7,23,27,NA,0,0,0.1,0,28,0,0,22
"1985","Morten Hjulmand",1174,343,449,1088.1,6452,1869,136,170,1128.5,155,178,NA,46,76,NA,2,1,0,9,52,3,0,35
"1986","Morten Thorsby",433,63,93,NA,870,322,41,54,NA,18,28,NA,2,5,NA,0,0,0,1,9,0,0,6
"1987","Morteza Pouraliganji",270,92,129,199.5,1968,688,18,27,198.1,60,72,238.4,13,26,130.9,0,0.5,0.2,2,6,1,0,7
"1988","Mory Diaw",1350,362,535,1018.1,11468,8797,54,54,NA,148,156,1407.4,157,320,745.1,0,0.1,0,2,15,2,0,0
"1989","Moses Simon",1097,211,331,810.9,3528,813,113,138,1050.7,73,115,770.7,19,50,566.7,2,2.4,2,29,13,13,9,12
"1990","Mostafa Mohamed",840,84,141,929.2,1128,267,44,70,NA,22,36,NA,6,11,NA,2,1.3,0.4,11,7,2,1,5
"1991","Mouctar Diakhaby",791,373,442,815,8282,2994,91,107,861.6,211,229,NA,68,99,696.1,0,0.1,0,2,30,0,0,18
"1992","Mouhamadou Diarra",437,129,172,656.6,2145,571,55,66,749,57,70,726.1,8,21,NA,0,0,0.6,0,16,2,0,14
